node_id	BEL	aminoacid_Code_1	aminoacid_Code_2	function	list	modification	namespace	node_id	p_modType	position	undefined_namespace	valid_NSV	value
11249	"bp(GOBP:""methylglyoxal catabolic process to D-lactate"")"			bp			GOBP	11249				True	methylglyoxal catabolic process to D-lactate
11250	"p(HGNC:""ACT"")"			p			HGNC	11250					ACT
11251	complex(p(HGNC:HSPB2),p(HGNC:ICAM1))			complex	True			11251					
11252	"p(HGNC:""HSPB2"")"			p			HGNC	11252				True	HSPB2
11253	complex(p(HGNC:HSPB3),p(HGNC:ICAM1))			complex	True			11253					
11254	"p(HGNC:""HSPB3"")"			p			HGNC	11254				True	HSPB3
11255	"p(HGNC:""HSPB6"")"			p			HGNC	11255				True	HSPB6
11256	"path(UNDEFINED:""Mild Cognitive Impairment"")"			path			UNDEFINED	11256					Mild Cognitive Impairment
11257	"complex(a(ADO:""Abeta_42""), p(HGNC:LAMP2))"			complex	True			11257					
11258	"p(HGNC:""LAMP2"")"			p			HGNC	11258				True	LAMP2
11259	"p(HGNC:""IL16"")"			p			HGNC	11259				True	IL16
11260	"complex(a(Microglia), a(ADO:""Abeta_42""))"			complex	True			11260					
11261	"a(CHEBI:""3-nitro-L-tyrosine"")"			a			CHEBI	11261				True	3-nitro-L-tyrosine
11262	"a(CHEBI:""8-hydroxy-2'-deoxyguanosine"")"			a			CHEBI	11262				True	8-hydroxy-2'-deoxyguanosine
11263	"a(UNDEFINED:""24S-OH-cholesterol"")"			a			UNDEFINED	11263					24S-OH-cholesterol
11264	"a(UNDEFINED:""alpha(1)-Antichymotripsin"")"			a			UNDEFINED	11264					alpha(1)-Antichymotripsin
11265	"composite(p(HGNC:CASP1),p(HGNC:PYCARD),p(""NALP Family""))"			composite	True			11265					
11266	"p(HGNC:""PYCARD"")"			p			HGNC	11266				True	PYCARD
11267	"p(UNDEFINED:""NALP Family"")"			p			UNDEFINED	11267					NALP Family
11268	"p(HGNC:""C5"")"			p			HGNC	11268				True	C5
11269	"complex(path(MESHD:""Neurodegenerative Diseases""))"			complex	True			11269					
11270	"reaction(reactants(a(CHEBI:""L-citrulline"")),products(a(CHEBI:""L-arginine"")))"			reaction				11270					
11271	"a(CHEBI:""L-citrulline"")"			a			CHEBI	11271				True	L-citrulline
11272	"a(CHEBI:""L-arginine"")"			a			CHEBI	11272				True	L-arginine
11273	"g(HGNC:""ASS1"")"			g			HGNC	11273				True	ASS1
11274	"g(HGNC:""NOS2"")"			g			HGNC	11274				True	NOS2
11275	"g(HGNC:""GFAP"")"			g			HGNC	11275				True	GFAP
11276	"bp(UNDEFINED:""injury"")"			bp			UNDEFINED	11276					injury
11277	"a(CHEBI:""genistein"")"			a			CHEBI	11277				True	genistein
11278	"path(MESHD:""Alzheimer disease"")"			path			MESHD	11278					Alzheimer Disease
11279	"a(CHEBI:""Genistein"")"			a			CHEBI	11279					genistein
11280	"a(UNDEFINED:""AÎ²25-35"")"			a			UNDEFINED	11280					AÎ²25-35
11281	"a(UNDEFINED:""Physical activity"")"			a			UNDEFINED	11281					Physical activity
11282	"path(MESHD:""Atrophy"")"			path			MESHD	11282				True	Atrophy
11283	"a(SCHEM:""Peptide"")"			a			SCHEM	11283				True	Peptide
11284	"p(UNDEFINED:""neurons"")"			p			UNDEFINED	11284					neurons
11285	"p(UNDEFINED:""microglia"")"			p			UNDEFINED	11285					microglia
11286	"p(HGNC:""CSF3R"")"			p			HGNC	11286				True	CSF3R
11287	"p(HGNC:""CSF2RB"")"			p			HGNC	11287				True	CSF2RB
11288	"bp(UNDEFINED:""NF-kB signaling pathway"")"			bp			UNDEFINED	11288					NF-kB signaling pathway
11289	"p(UNDEFINED:""cytokines"")"			p			UNDEFINED	11289					cytokines
11290	"p(HGNC:""MIR146"")"			p			HGNC	11290					MIR146
11291	"bp(GOBP:""innate immune response"")"			bp			GOBP	11291				True	innate immune response
11292	"bp(GOBP:""pattern recognition receptor activity"")"			bp			GOBP	11292					pattern recognition receptor activity
11293	"a(CHEBI:""sphingosine 1_phosphate"")"			a			CHEBI	11293					sphingosine 1-phosphate
11294	"a(SCHEM:""Sphingosine"")"			a			SCHEM	11294				True	Sphingosine
11295	"a(CHEBI:""glutamate(2-"")"			a			CHEBI	11295					glutamate(2-
11296	"a(CHEBI:""1-Carboxy-4-hydroxy-a-oxo-2,5-cyclohexadiene-1-propanoic Acid"")"			a			CHEBI	11296					1-Carboxy-4-hydroxy-a-oxo-2,5-cyclohexadiene-1-propanoic Acid
11297	"p(HGNC:""SCARNA5"")"			p			HGNC	11297				True	SCARNA5
11298	"a(CHEBI:""Evodiamine"")"			a			CHEBI	11298				True	Evodiamine
11299	"p(GOCC:""NADPH oxidase complex"")"			p			GOCC	11299				True	NADPH oxidase complex
11300	"a(SCHEM:""Caspase 1 inhibitor"")"			a			SCHEM	11300				True	Caspase 1 inhibitor
11301	"a(CHEBI:""vinyl ether"")"			a			CHEBI	11301					Vinyl ether
11302	"a(CHEBI:""N-({3-Hydroxy-2-methyl-5-[(phosphonooxy)methyl]-4-pyridinyl}methyl)-L-serine"")"			a			CHEBI	11302					N-({3-Hydroxy-2-methyl-5-[(phosphonooxy)methyl]-4-pyridinyl}methyl)-L-serine
11303	"a(CHEBI:""glycerophospholipid"")"			a			CHEBI	11303				True	glycerophospholipid
11304	"bp(GOBP:""protein serine_threonine kinase activity"")"			bp			GOBP	11304					protein serine_threonine kinase activity
11305	"bp(GOBP:""protein serine_threonine kinase activity"",pmod(P))"			bp		pmod	GOBP	11305	P				protein serine_threonine kinase activity
11306	"p(HGNC:""MAPK3"",pmod(P))"			p		pmod	HGNC	11306	P			True	MAPK3
11307	"bp(GOBP:""MAP kinase activity"",pmod(P))"			bp		pmod	GOBP	11307	P				MAP kinase activity
11308	"p(SFAM:""AKT Family"",pmod(P))"			p		pmod	SFAM	11308	P			True	AKT Family
11309	"p(GOCC:""phosphatidylinositol 3-kinase complex"")"			p			GOCC	11309				True	phosphatidylinositol 3-kinase complex
11310	"p(HGNC:""PLS"")"			p			HGNC	11310					PLS
11311	"a(SCHEM:""IP 10"")"			a			SCHEM	11311				True	IP 10
11312	"p(HGNC:""IFNA13"")"			p			HGNC	11312				True	IFNA13
11313	"a(SCHEM:""Interferon"")"			a			SCHEM	11313				True	Interferon
11314	"r(HGNC:""IFNA13"")"			r			HGNC	11314				True	IFNA13
11315	"a(CHEBI:""N-[4-({[(6S)-2-Amino-5-formyl-4-oxo-1,4,5,6,7,8-hexahydro-6-pteridinyl]methyl}amino)benzoyl]-L-gamma-glutamyl-L-gamma-glutamyl-L-glutamic acid"")"			a			CHEBI	11315					N-[4-({[(6S)-2-Amino-5-formyl-4-oxo-1,4,5,6,7,8-hexahydro-6-pteridinyl]methyl}amino)benzoyl]-L-gamma-glutamyl-L-gamma-glutamyl-L-glutamic acid
11316	"p(HGNC:""CD274"")"			p			HGNC	11316				True	CD274
11317	"a(SCHEM:""Tyrphostin AG 825"")"			a			SCHEM	11317				True	Tyrphostin AG 825
11318	"p(SFAM:""PPAR Family"")"			p			SFAM	11318				True	PPAR Family
11319	"a(CHEBI:""L_alanyl_L_glutamic acid"")"			a			CHEBI	11319					L-alanyl-L-glutamic acid
11320	"a(CHEBI:""L_aspartic acid residue"")"			a			CHEBI	11320					L-aspartic acid residue
11321	"a(CHEBI:""L_arginine residue"")"			a			CHEBI	11321					L-arginine residue
11322	"bp(GOBP:""channel activity"")"			bp			GOBP	11322					channel activity
11323	"a(CHEBI:""D-4-PHOSPHOERYTHRONIC ACID"")"			a			CHEBI	11323					D-4-PHOSPHOERYTHRONIC ACID
11324	"a(CHEBI:""AMP residue"")"			a			CHEBI	11324				True	AMP residue
11325	"r(HGNC:""MMP14"")"			r			HGNC	11325				True	MMP14
11326	"a(CHEBI:""antimicrobial agent"")"			a			CHEBI	11326				True	antimicrobial agent
11327	"r(HGNC:""DEFB1"")"			r			HGNC	11327				True	DEFB1
11328	"a(SCHEM:""Iron"")"			a			SCHEM	11328				True	Iron
11329	"p(HGNC:""PLP1"")"			p			HGNC	11329				True	PLP1
11330	"path(MESHD:""Paraplegia"")"			path			MESHD	11330				True	Paraplegia
11331	"path(MESHD:""Pelizaeus-Merzbacher Disease"")"			path			MESHD	11331				True	Pelizaeus-Merzbacher Disease
11332	"a(SCHEM:""Luteolin"")"			a			SCHEM	11332				True	Luteolin
11333	"p(MGI:""Dlg4"")"			p			MGI	11333				True	Dlg4
11334	"a(SCHEM:""Ethanol"")"			a			SCHEM	11334				True	Ethanol
11335	"p(MGI:""Ifna13"")"			p			MGI	11335				True	Ifna13
11336	"p(MGI:""Stat1"",pmod(P))"			p		pmod	MGI	11336	P			True	Stat1
11337	"p(MGI:""Ubc"")"			p			MGI	11337				True	Ubc
11338	"p(MGI:""Psme1"")"			p			MGI	11338				True	Psme1
11339	"p(MGI:""Mtor"",pmod(P))"			p		pmod	MGI	11339	P			True	Mtor
11340	"p(MGI:""Map1lc3A"")"			p			MGI	11340					Map1lc3a
11341	"p(MGI:""Ctsb"")"			p			MGI	11341				True	Ctsb
11342	"p(MGI:""Atg5"")"			p			MGI	11342				True	Atg5
11343	"p(MGI:""Atg12"")"			p			MGI	11343				True	Atg12
11344	"p(MGI:""Tlr2"")"			p			MGI	11344				True	Tlr2
11345	"complex(p(MGI:Tlr2), a(""amyloid beta peptides""))"			complex	True			11345					
11346	"p(MGI:""Tlr6"")"			p			MGI	11346				True	Tlr6
11347	"a(UNDEFINED:""Sirtuin"")"			a			UNDEFINED	11347					Sirtuin
11348	"path(MESHD:""Gliosis"")"			path			MESHD	11348				True	Gliosis
11349	"bp(UNDEFINED:""neutrophil adhesion"")"			bp			UNDEFINED	11349					neutrophil adhesion
11350	"p(MGI:""Sele"")"			p			MGI	11350				True	Sele
11351	"a(SCHEM:""Norepinephrine"")"			a			SCHEM	11351				True	Norepinephrine
11352	"r(MGI:""Nfkbia"")"			r			MGI	11352				True	Nfkbia
11353	"p(MGI:""Psen1"")"			p			MGI	11353				True	Psen1
11354	"path(MESHD:""Endotoxemia"")"			path			MESHD	11354				True	Endotoxemia
11355	complex(a(beta_adrenergic receptor),a(CHEBI:noradrenaline))			complex	True			11355					
11356	"a(UNDEFINED:""beta_adrenergic receptor"")"			a			UNDEFINED	11356					beta_adrenergic receptor
11357	"r(MGI:""Il1b"")"			r			MGI	11357				True	Il1b
11358	"r(MGI:""Nos2"")"			r			MGI	11358				True	Nos2
11359	"bp(UNDEFINED:""GOBP:inflammatory response"")"			bp			UNDEFINED	11359					GOBP:inflammatory response
11360	"p(MGI:""Runx1"")"			p			MGI	11360				True	Runx1
11361	"p(MGI:""Runx1t1"")"			p			MGI	11361				True	Runx1t1
11362	"p(MGI:""Cdk4"")"			p			MGI	11362				True	Cdk4
11363	"bp(GOBP:""microglial proliferation"")"			bp			GOBP	11363					microglial proliferation
11364	"r(MGI:""Slc7a6"")"			r			MGI	11364				True	Slc7a6
11365	"p(MGI:""Slc7a6"")"			p			MGI	11365				True	Slc7a6
11366	"p(MGI:""Lat2"")"			p			MGI	11366				True	Lat2
11367	"r(MGI:""St8sia1"")"			r			MGI	11367				True	St8sia1
11368	"a(CHEBI:""beta_D_GalNAc_1_4_alpha_Neu5Ac_2_3_beta_D_Gal_1_4_beta_D_Glc_1_1_N_octadecanoylsphingosine"")"			a			CHEBI	11368					beta_D_GalNAc_1_4_alpha_Neu5Ac_2_3_beta_D_Gal_1_4_beta_D_Glc_1_1_N_octadecanoylsphingosine
11369	"p(MGI:""S100a9"")"			p			MGI	11369				True	S100a9
11370	"r(MGI:""S100a9"")"			r			MGI	11370				True	S100a9
11371	"complex(path(MESHD:""Alzheimer Disease""))"			complex	True			11371					
11372	"p(MGI:""Cr1"")"			p			MGI	11372					Cr1
11373	"path(MESHD:""Glioma"")"			path			MESHD	11373				True	Glioma
11374	"path(MESHD:""Astrocytoma"")"			path			MESHD	11374				True	Astrocytoma
11375	"a(CHEBI:""Hexamethonium bromide"")"			a			CHEBI	11375					Hexamethonium bromide
11376	"a(CHEBI:""prostaglandin J2"")"			a			CHEBI	11376				True	prostaglandin J2
11377	"a(SCHEM:""Ciglitazone"")"			a			SCHEM	11377				True	Ciglitazone
11378	"a(CHEBI:""dgeba"")"			a			CHEBI	11378					dgeba
11379	"r(MGI:""Bax"")"			r			MGI	11379				True	Bax
11380	"p(MGI:""Cadh1"")"			p			MGI	11380					Cadh1
11381	"p(MGI:""Nfkb"")"			p			MGI	11381					Nfkb
11382	"a(UNDEFINED:""3NTyr(10)-AÎ²"")"			a			UNDEFINED	11382					3NTyr(10)-AÎ²
11383	"a(SCHEM:""Colchicine"")"			a			SCHEM	11383				True	Colchicine
11384	"a(CHEBI:""naproxen"")"			a			CHEBI	11384				True	naproxen
11385	"a(CHEBI:""Isocyanomethane"")"			a			CHEBI	11385					isocyanomethane
11386	"p(MGI:""Cnr2"")"			p			MGI	11386				True	Cnr2
11387	"a(CHEBI:""Pentaerithrityl tetranitrate"")"			a			CHEBI	11387					Pentaerithrityl tetranitrate
11388	"a(CHEBI:""8-Hydroxyquinoline"")"			a			CHEBI	11388					8-Hydroxyquinoline
11389	"a(CHEBI:""2_thiobarbituric acid"")"			a			CHEBI	11389					2-thiobarbituric acid
11390	"a(SCHEM:""lipid"")"			a			SCHEM	11390				True	lipid
11391	"a(CHEBI:""methadone"")"			a			CHEBI	11391				True	methadone
11392	"a(CHEBI:""benzaldehyde, 3,4-difluoro-, 1-[O-(1-oxodecyl)oxime]"")"			a			CHEBI	11392					benzaldehyde, 3,4-difluoro-, 1-[O-(1-oxodecyl)oxime]
11393	"a(CHEBI:""simazine"")"			a			CHEBI	11393				True	simazine
11394	"p(MGI:""Cdk9"")"			p			MGI	11394				True	Cdk9
11395	"a(CHEBI:""adjuvant"")"			a			CHEBI	11395				True	adjuvant
11396	"r(MGI:""Psen1"")"			r			MGI	11396				True	Psen1
11397	"a(CHEBI:""3_3_biphenyl_4_4_diyldidiazene_2_1_diyl_bis_4_aminonaphthalene_1_sulfonic acid_"")"			a			CHEBI	11397					3_3_biphenyl_4_4_diyldidiazene_2_1_diyl_bis_4_aminonaphthalene_1_sulfonic acid_
11398	"a(SCHEM:""Somatostatin"")"			a			SCHEM	11398				True	Somatostatin
11399	"p(SFAM:""EDN Family"")"			p			SFAM	11399				True	EDN Family
11400	"r(MGI:""Ccl2"")"			r			MGI	11400				True	Ccl2
11401	"r(MGI:""Il6"")"			r			MGI	11401				True	Il6
11402	"a(CHEBI:""rifampicin"")"			a			CHEBI	11402				True	rifampicin
11403	"p(GOCC:""eukaryotic translation initiation factor 2 complex"")"			p			GOCC	11403				True	eukaryotic translation initiation factor 2 complex
11404	"a(SCHEM:""Rotenone"")"			a			SCHEM	11404				True	Rotenone
11405	"p(MGI:""Msr1"")"			p			MGI	11405				True	Msr1
11406	"a(SCHEM:""Water"")"			a			SCHEM	11406				True	Water
11407	"a(CHEBI:""messenger RNA"")"			a			CHEBI	11407				True	messenger RNA
11408	"bp(GOBP:""vascular endothelial growth factor receptor binding"")"			bp			GOBP	11408					vascular endothelial growth factor receptor binding
11409	"a(CHEBI:""5-[3-(Benzyloxy)benzyl]-6-hydroxy-1-[(2-hydroxyethoxy)methyl]-2,4(1H,3H)-pyrimidinedione"")"			a			CHEBI	11409					5-[3-(Benzyloxy)benzyl]-6-hydroxy-1-[(2-hydroxyethoxy)methyl]-2,4(1H,3H)-pyrimidinedione
11410	"p(MGI:""Vegf"")"			p			MGI	11410					Vegf
11411	"a(CHEBI:""Lomant's reagent"")"			a			CHEBI	11411					Lomant's reagent
11412	"p(MGI:""Cd36"")"			p			MGI	11412				True	Cd36
11413	"p(MGI:""Insr"")"			p			MGI	11413				True	Insr
11414	"r(MGI:""Pla2g4a"")"			r			MGI	11414				True	Pla2g4a
11415	"a(CHEBI:""acetylsalicylic acid"")"			a			CHEBI	11415				True	acetylsalicylic acid
11416	"a(CHEBI:""capsaicin"")"			a			CHEBI	11416				True	capsaicin
11417	"r(MGI:""Ptgs2"")"			r			MGI	11417				True	Ptgs2
11418	"a(CHEBI:""monoamine"")"			a			CHEBI	11418				True	monoamine
11419	"a(CHEBI:""prostanoid"")"			a			CHEBI	11419				True	prostanoid
11420	"p(MGI:""Il32"")"			p			MGI	11420					Il32
11421	"path(MESHD:""Infarction, Middle Cerebral Artery"")"			path			MESHD	11421				True	Infarction, Middle Cerebral Artery
11422	"a(CHEBI:""3-chloro-5-methyl-4-nitro-1H-pyrazole"")"			a			CHEBI	11422					3-chloro-5-methyl-4-nitro-1H-pyrazole
11423	"p(MGI:""Cox2"")"			p			MGI	11423					Cox2
11424	"a(CHEBI:""Roxen"")"			a			CHEBI	11424					Roxen
11425	"a(SCHEM:""Peptidoglycan"")"			a			SCHEM	11425				True	Peptidoglycan
11426	"a(CHEBI:""rutin"")"			a			CHEBI	11426				True	rutin
11427	"bp(PMIBP:""Neurotoxicity"")"			bp			PMIBP	11427					Neurotoxicity
11428	"a(CHEBI:""glutathione disulfide"")"			a			CHEBI	11428				True	glutathione disulfide
11429	"p(MGI:""Gss"")"			p			MGI	11429				True	Gss
11430	"path(MESHD:""microgliosis"")"			path			MESHD	11430					microgliosis
11431	"path(MESHD:""astrocytosis"")"			path			MESHD	11431					astrocytosis
11432	"p(MGI:""Ilib"")"			p			MGI	11432					Ilib
11433	"a(CHEBI:""alpha_L_Rhap_1_6_D_Glcp"")"			a			CHEBI	11433					alpha_L_Rhap_1_6_D_Glcp
11434	"bp(GOBP:""endocannabinoid signaling pathway"")"			bp			GOBP	11434				True	endocannabinoid signaling pathway
11435	"path(MESHD:""Pathologic Processes"")"			path			MESHD	11435				True	Pathologic Processes
11436	"p(MGI:""Ttbk2"")"			p			MGI	11436				True	Ttbk2
11437	"p(MGI:""Tubb"")"			p			MGI	11437					Tubb
11438	"p(MGI:""Tubb"",pmod(P))"			p		pmod	MGI	11438	P				Tubb
11439	"p(MGI:""Ttbk1"")"			p			MGI	11439				True	Ttbk1
11440	"p(MGI:""Mapt"",pmod(P, S, 422))"	S		p		pmod	MGI	11440	P	422		True	Mapt
11441	"bp(UNDEFINED:""M1-activated microglia"")"			bp			UNDEFINED	11441					M1-activated microglia
11442	"bp(GOBP:""axon regeneration"")"			bp			GOBP	11442				True	axon regeneration
11443	"path(MESHD:""Prion Diseases"")"			path			MESHD	11443				True	Prion Diseases
11444	complex(p(MGI:Cx3cl1), p(MGI:Cx3cr1))			complex	True			11444					
11445	"p(MGI:""Cx3cl1"")"			p			MGI	11445				True	Cx3cl1
11446	"p(MGI:""Cx3cr1"")"			p			MGI	11446				True	Cx3cr1
11447	"p(MGI:""Il12a"")"			p			MGI	11447				True	Il12a
11448	"p(MGI:""Il12b"")"			p			MGI	11448				True	Il12b
11449	"a(UNDEFINED:""T-Lymphocytes"")"			a			UNDEFINED	11449					T-Lymphocytes
11450	"a(UNDEFINED:""Natural Killer Cells"")"			a			UNDEFINED	11450					Natural Killer Cells
11451	complex(p(MGI:Gfap),p(MGI:Il12b))			complex	True			11451					
11452	"path(MESHD:""Cataract"")"			path			MESHD	11452				True	Cataract
11453	"path(MESHD:""Ataxia"")"			path			MESHD	11453				True	Ataxia
11454	"p(MGI:""Cxcl9"")"			p			MGI	11454				True	Cxcl9
11455	"p(MGI:""Act"")"			p			MGI	11455					act
11456	"reaction(reactants(p(MGI:App)),products(a(""amyloid beta peptides"")))"			reaction				11456					
11457	"reaction(reactants(p(MGI:APP)),products(a(""amyloid beta peptides"")))"			reaction				11457					
11458	"p(MGI:""APP"")"			p			MGI	11458					App
11459	"path(UNDEFINED:""chronic CNS injury"")"			path			UNDEFINED	11459					chronic CNS injury
11460	"bp(UNDEFINED:""lipid peroxidation"")"			bp			UNDEFINED	11460					lipid peroxidation
11461	"a(UNDEFINED:""Neuroglia"")"			a			UNDEFINED	11461					Neuroglia
11462	"p(MGI:""Il1"")"			p			MGI	11462					Il1
11463	"a(CHEBI:""palmitic acid"")"			a			CHEBI	11463				True	palmitic acid
11464	"bp(GOBP:""lactic acid secretion"")"			bp			GOBP	11464				True	lactic acid secretion
11465	"bp(GOBP:""positive regulation of synaptic transmission, cholinergic"")"			bp			GOBP	11465				True	positive regulation of synaptic transmission, cholinergic
11466	"a(CHEBI:""cysteamine"")"			a			CHEBI	11466				True	cysteamine
11467	"a(CHEBI:""dopamine"")"			a			CHEBI	11467				True	dopamine
11468	"p(MGI:""Nfkbib"")"			p			MGI	11468				True	Nfkbib
11469	"p(MGI:""Eif2ak2"")"			p			MGI	11469				True	Eif2ak2
11470	"bp(GOBP:""cytokine production involved in inflammatory response"")"			bp			GOBP	11470				True	cytokine production involved in inflammatory response
11471	complex(p(MGI:Tnf) ,p(MGI:Tnfrsf1a))			complex	True			11471					
11472	complex(p(MGI:Tnf) ,p(MGI:Tnfrsf1b))			complex	True			11472					
11473	"p(MGI:""Lcn2"")"			p			MGI	11473				True	Lcn2
11474	"bp(GOBP:""axonogenesis"")"			bp			GOBP	11474				True	axonogenesis
11475	complex(p(MGI:Cd40),p(MGI:Cd40lg))			complex	True			11475					
11476	"m(MGI:""Mir181a-2"")"			m			MGI	11476				True	Mir181a-2
11477	"p(MGI:""Il8"")"			p			MGI	11477					Il8
11478	"p(MGI:""Hmgb1"")"			p			MGI	11478				True	Hmgb1
11479	"r(MGI:""Mecp2"")"			r			MGI	11479				True	Mecp2
11480	"r(MGI:""Xiap"")"			r			MGI	11480				True	Xiap
11481	"p(MGI:""Acat1"")"			p			MGI	11481				True	Acat1
11482	"a(CHEBI:""Corticosteroid"")"			a			CHEBI	11482					corticosteroid
11483	"a(UNDEFINED:""Tetrachlorodibenzodioxin"")"			a			UNDEFINED	11483					Tetrachlorodibenzodioxin
11484	"bp(GOBP:""T cell tolerance induction"")"			bp			GOBP	11484				True	T cell tolerance induction
11485	"bp(UNDEFINED:""immune-mediated tissue damage"")"			bp			UNDEFINED	11485					immune-mediated tissue damage
11486	complex(p(HGNC:ICOS),p(HGNC:ICOSL))			complex	True			11486					
11487	"p(HGNC:""ICOS"")"			p			HGNC	11487				True	ICOS
11488	"p(HGNC:""ICOSL"")"			p			HGNC	11488					ICOSL
11489	"p(MGI:""Pdcd1"")"			p			MGI	11489				True	Pdcd1
11490	"bp(GOBP:""CD8-positive, alpha-beta T cell activation"")"			bp			GOBP	11490				True	CD8-positive, alpha-beta T cell activation
11491	"p(HGNC:""PDCD1"")"			p			HGNC	11491				True	PDCD1
11492	"p(HGNC:""CD276"")"			p			HGNC	11492				True	CD276
11493	"path(MESHD:""mild cognitive impairment"")"			path			MESHD	11493					mild cognitive impairment
11494	"a(ADO:""p_tau"")"			a			ADO	11494					p_tau
11495	"path(HGNC:""ARG1"")"			path			HGNC	11495				True	ARG1
11496	"path(HGNC:""MRC1"")"			path			HGNC	11496				True	MRC1
11497	composite(p(HGNC:IL1B),p(HGNC:IL6))			composite	True			11497					
11498	"a(NIFT:""cortical thickness"")"			a			NIFT	11498					cortical thickness
11499	"bp(PTS:""Jak_Stat signaling pathway"")"			bp			PTS	11499				True	Jak_Stat signaling pathway
11500	"g(UNDEFINED:""DNMT3B, TGG haplotype"")"			g			UNDEFINED	11500					DNMT3B, TGG haplotype
11501	"g(UNDEFINED:""rs998382"")"			g			UNDEFINED	11501					rs998382
11502	"g(HGNC:""DNMT3B"")"			g			HGNC	11502				True	DNMT3B
11503	"g(UNDEFINED:""rs2424913"")"			g			UNDEFINED	11503					rs2424913
11504	"bp(GOBP:""regulation of adenosine receptor signaling pathway"")"			bp			GOBP	11504				True	regulation of adenosine receptor signaling pathway
11505	"a(CHEBI:""lead(0)"")"			a			CHEBI	11505				True	lead(0)
11506	"p(HGNC:""APP"",sub(A,713,T))"	A	T	p		sub	HGNC	11506		713		True	APP
11507	"p(MGI:""Sp1"")"			p			MGI	11507				True	Sp1
11508	"r(MGI:""App"")"			r			MGI	11508				True	App
11509	"a(CHEBI:""""cadmium atom"""")"			a			CHEBI	11509					"""cadmium atom"""
11510	"g(UNDEFINED:""BACE1,gmod(M)"")"			g			UNDEFINED	11510					BACE1,gmod(M)
11511	"g(UNDEFINED:""APP,gmod(M)"")"			g			UNDEFINED	11511					APP,gmod(M)
11512	"a(PMICHEM:""8-oxo-dG"")"			a			PMICHEM	11512					8-oxo-dG
11513	"path(MESHPP:""DNA Damage"")"			path			MESHPP	11513				True	DNA Damage
11514	"bp(GOBP:""DNA methylation on cytosine"")"			bp			GOBP	11514				True	DNA methylation on cytosine
11515	"a(CHEBI:""5-methylcytosine"")"			a			CHEBI	11515				True	5-methylcytosine
11516	"p(RGD:""Ogg1"")"			p			RGD	11516				True	Ogg1
11517	"p(HGNC:""OGG1"",sub(A,53,T))"	A	T	p		sub	HGNC	11517		53		True	OGG1
11518	"p(HGNC:""OGG1"",sub(A,288,V))"	A	V	p		sub	HGNC	11518		288		True	OGG1
11519	"g(UNDEFINED:""OGG1,var(c.796Cdel)"")"			g			UNDEFINED	11519					OGG1,var(c.796Cdel)
11520	"g(HGNC:""OGG1"")"			g			HGNC	11520				True	OGG1
11521	"p(UNDEFINED:""Abeta(1-8)"")"			p			UNDEFINED	11521					Abeta(1-8)
11522	"p(UNDEFINED:""Abeta(9-16)"")"			p			UNDEFINED	11522					Abeta(9-16)
11523	"p(UNDEFINED:""Abeta(16)"")"			p			UNDEFINED	11523					Abeta(16)
11524	"a(ADO:""presence_of_neuritic_plaque"")"			a			ADO	11524				True	presence_of_neuritic_plaque
11525	"g(UNDEFINED:""L1RE1,gmod(M)"")"			g			UNDEFINED	11525					L1RE1,gmod(M)
11526	"g(HGNC:""L1RE1"")"			g			HGNC	11526				True	L1RE1
11527	"g(UNDEFINED:""SRP14,gmod(M)"")"			g			UNDEFINED	11527					SRP14,gmod(M)
11528	"g(HGNC:""SRP14"")"			g			HGNC	11528				True	SRP14
11529	"g(UNDEFINED:""SAT1,gmod(M)"")"			g			UNDEFINED	11529					SAT1,gmod(M)
11530	"g(HGNC:""SAT1"")"			g			HGNC	11530				True	SAT1
11531	"a(CHEBI:""folic acid"")"			a			CHEBI	11531				True	folic acid
11532	"a(CHEBI:""S-adenosyl-L-methionine"")"			a			CHEBI	11532				True	S-adenosyl-L-methionine
11533	"a(CHEBI:""cobalamin"")"			a			CHEBI	11533				True	cobalamin
11534	"a(CHEBI:""S-adenosyl-L-homocysteine"")"			a			CHEBI	11534				True	S-adenosyl-L-homocysteine
11535	"g(UNDEFINED:""MTHFR,sub(C,677,T)"")"			g			UNDEFINED	11535					MTHFR,sub(C,677,T)
11536	"g(UNDEFINED:""MTHFR,sub(C,677,T)"",sub(C,677,T))"	C	T	g		sub	UNDEFINED	11536		677			MTHFR,sub(C,677,T)
11537	"p(HGNC:""MTHFR"",sub(A,677,V))"	A	V	p		sub	HGNC	11537		677		True	MTHFR
11538	"g(HGNC:""MTHFR"")"			g			HGNC	11538				True	MTHFR
11539	"g(UNDEFINED:""MTHFR,sub(T,677,T)"")"			g			UNDEFINED	11539					MTHFR,sub(T,677,T)
11540	"g(UNDEFINED:""MTHFR,sub(T,677,T)"",sub(T,677,T))"	T	T	g		sub	UNDEFINED	11540		677			MTHFR,sub(T,677,T)
11541	"p(HGNC:""MTHFR"",sub(Q,677,A))"	Q	A	p		sub	HGNC	11541		677		True	MTHFR
11542	"g(UNDEFINED:""RFC1,sub(G,80,A)"")"			g			UNDEFINED	11542					RFC1,sub(G,80,A)
11543	"g(UNDEFINED:""RFC1,sub(G,80,A)"",sub(G,80,A))"	G	A	g		sub	UNDEFINED	11543		80			RFC1,sub(G,80,A)
11544	"g(HGNC:""RFC1"")"			g			HGNC	11544				True	RFC1
11545	"p(HGNC:""RFC1"")"			p			HGNC	11545				True	RFC1
